antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'customer service'}),frozenset({'communication'}),0.168875,0.29035,0.08593,0.5088378978534419,1.752498356650394,1.0,0.03689714375000001,1.444838673217192,0.5166323423195056,0.23019327877415988,0.30788120602190083,0.40239552891638863
"frozenset({'communication', 'customer service'})",frozenset({'teamwork'}),0.08593,0.17344,0.03547,0.4127778424298848,2.3799460472202765,1.0,0.0205663008,1.4075763139120094,0.6343304207210084,0.1584189370254578,0.28955894602918697,0.3086433031337616
"frozenset({'customer service', 'teamwork'})",frozenset({'communication'}),0.05153,0.29035,0.03547,0.6883368911313799,2.3707142797705525,1.0,0.0205082645,2.2769778642590293,0.6095988271693362,0.11575992950621716,0.5608213783292889,0.40524989898397823
frozenset({'organizational skills'}),frozenset({'communication skills'}),0.057765,0.16648,0.02387,0.4132260019042673,2.4821360037498037,1.0,0.0142532828,1.4205128426021538,0.6337285175969518,0.11912663755458516,0.29602889181335457,0.27830329408043736
"frozenset({'organizational skills', 'communication'})",frozenset({'time management'}),0.018715,0.12239,0.01006,0.537536735239113,4.391998817216383,1.0,0.00776947115,1.8976858636626228,0.7870427404744607,0.07676752260673812,0.47304239381856755,0.3098664965516588
"frozenset({'organizational skills', 'time management'})",frozenset({'communication'}),0.021165,0.29035,0.01006,0.4753130167729742,1.6370346711657455,1.0,0.00391474225,1.3525206888788832,0.39755361084145135,0.033371481647343715,0.2606397756259765,0.25498042779409863
frozenset({'team leadership'}),frozenset({'communication'}),0.04124,0.29035,0.017775,0.4310135790494665,1.4844621286360136,1.0,0.005800965999999999,1.247217813765182,0.34039314376944574,0.056641651928684096,0.19821542880217927,0.24611639861720785
frozenset({'multitasking'}),frozenset({'communication'}),0.035325,0.29035,0.01669,0.4724699221514508,1.6272427144875177,1.0,0.006433386249999999,1.3452313522940702,0.3995786415772266,0.05401556709872647,0.2566334420509417,0.2649761355203612
frozenset({'inventory management'}),frozenset({'customer service'}),0.03214,0.168875,0.015845,0.4929993777224642,2.9193153381048953,1.0,0.010417357500000002,1.6392977907333537,0.6792861867254847,0.0855700167413728,0.3899827074416775,0.2934130863445778
frozenset({'inventory management'}),frozenset({'communication'}),0.03214,0.29035,0.01483,0.46141879278158054,1.5891813080130206,1.0,0.005498151,1.3176285961871748,0.38305661840745653,0.048202561268933235,0.24106079445019452,0.2562475400105595
frozenset({'motivation'}),frozenset({'communication'}),0.02921,0.29035,0.01808,0.6189661074974323,2.1317930342601423,1.0,0.009598876499999999,1.8624327493261452,0.5468858464144747,0.05997081066737428,0.46306786091373536,0.3406178910140855
frozenset({'motivation'}),frozenset({'customer service'}),0.02921,0.168875,0.0137,0.46901745977405,2.7773054612823094,1.0,0.00876716125,1.5652586234687298,0.6591938291208838,0.07430105485804159,0.3611279407719056,0.27507127614905313
frozenset({'motivation'}),frozenset({'leadership'}),0.02921,0.153375,0.01547,0.5296131461828141,3.4530604478097087,1.0,0.010989916249999999,1.7998483442503637,0.7317770332564832,0.09257098405289771,0.4443976331703104,0.3152385209316678
"frozenset({'communication', 'motivation'})",frozenset({'customer service'}),0.01808,0.168875,0.01041,0.575774336283186,3.4094705331350763,1.0,0.0073567400000000005,1.9591577574967411,0.7197117153837834,0.05896513636749838,0.4895765814807472,0.31870878176113404
"frozenset({'customer service', 'motivation'})",frozenset({'communication'}),0.0137,0.29035,0.01041,0.7598540145985402,2.6170277754384026,1.0,0.006432205000000001,2.9550775075987845,0.6264697635220193,0.03545157335512873,0.6615994005475095,0.39785364756102315
"frozenset({'communication', 'motivation'})",frozenset({'leadership'}),0.01808,0.153375,0.01157,0.6399336283185841,4.172346394905194,1.0,0.00879698,2.3513026113671276,0.7743265306754769,0.07236451199299496,0.5747038279268674,0.35768482556923503
"frozenset({'leadership', 'motivation'})",frozenset({'communication'}),0.01547,0.29035,0.01157,0.7478991596638656,2.5758538304248857,1.0,0.007078285500000001,2.8149450000000003,0.6213921500443319,0.039320305862361946,0.6447532722664209,0.39387380921026927
frozenset({'teamwork'}),frozenset({'communication'}),0.17344,0.29035,0.101345,0.5843231088560885,2.012478418653654,1.0,0.050986696000000005,1.7072154240932103,0.6086675637377238,0.2796148381133689,0.41425084035241105,0.46668368289368917
frozenset({'attention to detail'}),frozenset({'communication'}),0.12316,0.29035,0.0575,0.46687236115621955,1.6079640473780594,1.0,0.021740494,1.3311071276271702,0.43120244038374955,0.16151231706974525,0.2487456649844565,0.3324546066156507
"frozenset({'communication', 'attention to detail'})",frozenset({'teamwork'}),0.0575,0.17344,0.030185,0.5249565217391304,3.0267327129793036,1.0,0.0202122,1.73996705107084,0.7104623170378598,0.15035740081193494,0.425276473261627,0.34949682636772017
"frozenset({'teamwork', 'attention to detail'})",frozenset({'communication'}),0.049135,0.29035,0.030185,0.6143278721888674,2.1158183991350694,1.0,0.01591865275,1.8400344459102902,0.5546209456855576,0.09759133527319755,0.4565319131809588,0.35914430461518454
"frozenset({'customer service', 'attention to detail'})",frozenset({'teamwork'}),0.03619,0.17344,0.017965,0.4964078474716772,2.8621301168800577,1.0,0.011688206399999998,1.641328197530864,0.6750395562989291,0.09373124983695509,0.3907373299841236,0.29999416820078323
"frozenset({'customer service', 'attention to detail'})",frozenset({'communication'}),0.03619,0.29035,0.02238,0.6184028737220226,2.1298531900190207,1.0,0.011872233500000001,1.8596838160753075,0.5504031609951638,0.07357969489742242,0.4622741826562709,0.3477411303344055
"frozenset({'communication', 'customer service', 'attention to detail'})",frozenset({'teamwork'}),0.02238,0.17344,0.012875,0.575290437890974,3.3169421003861506,1.0,0.0089934128,1.9461770436612305,0.7145081923744667,0.0703763426166334,0.4861721325626379,0.32476180104880803
"frozenset({'communication', 'teamwork', 'attention to detail'})",frozenset({'customer service'}),0.030185,0.168875,0.012875,0.4265363591187676,2.525751941487891,1.0,0.007777508125,1.4493072284806472,0.6228799317095258,0.06915165024035234,0.31001517114605814,0.25138809073628976
"frozenset({'teamwork', 'customer service', 'attention to detail'})",frozenset({'communication'}),0.017965,0.29035,0.012875,0.7166713053158921,2.4683013787356365,1.0,0.00765886225,2.5046880648330063,0.6057453017241146,0.04357906850798809,0.6007486864170959,0.38050716979243887
"frozenset({'leadership', 'attention to detail'})",frozenset({'communication'}),0.024515,0.29035,0.018705,0.7630022435243728,2.6278706510224654,1.0,0.01158706975,2.994332142857143,0.6350315651933425,0.06315842787682334,0.6660357127096074,0.4137122462670943
"frozenset({'leadership', 'attention to detail'})",frozenset({'teamwork'}),0.024515,0.17344,0.013355,0.5447685090760759,3.1409623447651973,1.0,0.0091031184,1.8156916129032257,0.6987562467534436,0.07234561213434453,0.44924567977651453,0.31088460047899735
"frozenset({'communication', 'leadership', 'attention to detail'})",frozenset({'teamwork'}),0.018705,0.17344,0.01092,0.5838011226944667,3.366012008155366,1.0,0.007675804799999999,1.985973641618497,0.716311127105027,0.06025658711546419,0.49646864437483873,0.3233811886535064
"frozenset({'teamwork', 'leadership', 'attention to detail'})",frozenset({'communication'}),0.013355,0.29035,0.01092,0.8176712841632346,2.816157341702203,1.0,0.00704237575,3.8921460985626264,0.653635506400432,0.037296992673805006,0.7430723372975898,0.4276405327308338
"frozenset({'leadership', 'attention to detail'})","frozenset({'communication', 'teamwork'})",0.024515,0.101345,0.01092,0.44544156638792576,4.395298893758209,1.0,0.008435527324999999,1.620487482530342,0.7918975558527934,0.09500609013398294,0.38290174359228596,0.2765961593842041
frozenset({'adaptability'}),frozenset({'communication'}),0.059205,0.29035,0.03513,0.5933620471243983,2.0436095991885597,1.0,0.01793982825,1.7451642056074768,0.5428066136390662,0.11172775701677666,0.4269880182123558,0.3571769767221785
frozenset({'adaptability'}),frozenset({'teamwork'}),0.059205,0.17344,0.02932,0.4952284435436196,2.8553300481066626,1.0,0.019051484799999997,1.63749321733311,0.6906688384871327,0.1442026312553793,0.38931044757019406,0.3321391295208873
"frozenset({'communication', 'adaptability'})",frozenset({'teamwork'}),0.03513,0.17344,0.02003,0.5701679476231141,3.2874074470889876,1.0,0.013937052799999999,1.9229836291390725,0.7211426685564738,0.10623740320356422,0.4799747720953277,0.3428272856196751
"frozenset({'adaptability', 'teamwork'})",frozenset({'communication'}),0.02932,0.29035,0.02003,0.6831514324693042,2.3528549422052842,1.0,0.011516938,2.23971345532831,0.5923521895629379,0.06684688292617808,0.5535143133506718,0.37606856968738156
"frozenset({'adaptability', 'attention to detail'})",frozenset({'communication'}),0.01923,0.29035,0.01229,0.6391055642225689,2.201155723170549,1.0,0.0067065695000000005,1.9663644812680117,0.5563926362535777,0.04134010562077433,0.49144728277681804,0.3407168943895693
"frozenset({'adaptability', 'attention to detail'})",frozenset({'teamwork'}),0.01923,0.17344,0.01162,0.6042641705668227,3.4839954483788205,1.0,0.0082847488,2.088666070959264,0.7269525154609544,0.06418116542391604,0.5212255257535118,0.3356307015195737
"frozenset({'adaptability', 'attention to detail'})",frozenset({'time management'}),0.01923,0.12239,0.011015,0.5728029121164847,4.680144718657445,1.0,0.0086614403,2.054344528301887,0.8017490273501883,0.08433827188851882,0.5132267318244832,0.3314010475281337
"frozenset({'adaptability', 'time management'})",frozenset({'attention to detail'}),0.022015,0.12316,0.011015,0.500340676811265,4.0625257941804565,1.0,0.0083036326,1.7548756909090908,0.7708172587001707,0.08210345855694694,0.4301590675736338,0.2948885910850739
"frozenset({'adaptability', 'teamwork'})",frozenset({'time management'}),0.02932,0.12239,0.01306,0.4454297407912688,3.6394292081973103,1.0,0.0094715252,1.5825046248462487,0.7471377164370523,0.09419401370357013,0.36809031436659656,0.276068902587807
"frozenset({'adaptability', 'time management'})",frozenset({'teamwork'}),0.022015,0.17344,0.01306,0.5932318873495345,3.4203868043677033,1.0,0.0092417184,2.0320176884422114,0.7235646823001329,0.0716028399901313,0.5078782996389064,0.33426585142384474
"frozenset({'communication', 'adaptability'})",frozenset({'time management'}),0.03513,0.12239,0.01572,0.4474807856532878,3.656187479804623,1.0,0.011420439300000002,1.5883791499227204,0.7529418985130854,0.11086036671368127,0.37042739446142114,0.2879613259094121
"frozenset({'adaptability', 'time management'})",frozenset({'communication'}),0.022015,0.29035,0.01572,0.7140585964115377,2.459302897921604,1.0,0.00932794475,2.4818021842732336,0.6067380474010663,0.052992634293515826,0.5970669998048864,0.38410007485464087
"frozenset({'problem solving', 'adaptability'})",frozenset({'teamwork'}),0.019115,0.17344,0.010755,0.5626471357572588,3.2440448325487705,1.0,0.0074396944,1.8899155980861246,0.7052231958754446,0.059158415841584155,0.4708758417504582,0.3123285263657143
"frozenset({'communication', 'adaptability'})",frozenset({'problem solving'}),0.03513,0.120525,0.014405,0.4100483916880159,3.4021853697408497,1.0,0.01017095675,1.4907578648974666,0.7317786617205001,0.10198230088495576,0.32920025206858167,0.264783581863506
"frozenset({'problem solving', 'adaptability'})",frozenset({'communication'}),0.019115,0.29035,0.014405,0.7535966518441014,2.5954766724439517,1.0,0.008854959749999999,2.8800339171974514,0.6266935654487099,0.04882057886531553,0.6527818668979094,0.4016045942189338
"frozenset({'customer service', 'adaptability'})",frozenset({'teamwork'}),0.01971,0.17344,0.011125,0.5644342973110097,3.2543490389241794,1.0,0.007706497599999999,1.897670075713454,0.7066468957076563,0.0611179782996841,0.47303800971618476,0.31428875843410264
"frozenset({'customer service', 'adaptability'})",frozenset({'communication'}),0.01971,0.29035,0.013795,0.699898528665652,2.410533937198733,1.0,0.0080722015,2.364700169061708,0.5969194320602756,0.04656304322144027,0.5771134061377469,0.3737050762839195
"frozenset({'leadership', 'adaptability'})",frozenset({'teamwork'}),0.01835,0.17344,0.010845,0.591008174386921,3.407565581105402,1.0,0.007662376,2.020969487008661,0.7197426393500072,0.05993533946779408,0.5051879771425196,0.32676850140010255
"frozenset({'communication', 'adaptability'})",frozenset({'leadership'}),0.03513,0.153375,0.01477,0.42043837176202675,2.741244477666026,1.0,0.00938193625,1.4608023698428292,0.6583292914900734,0.08501453362880249,0.31544470309998734,0.2583691451312171
"frozenset({'leadership', 'adaptability'})",frozenset({'communication'}),0.01835,0.29035,0.01477,0.8049046321525885,2.772187470820005,1.0,0.0094420775,3.6374518156424562,0.6512239955243719,0.05025005953798524,0.7250822689390382,0.42788713612106777
"frozenset({'adaptability', 'problemsolving'})",frozenset({'communication'}),0.017265,0.29035,0.013275,0.7688966116420505,2.648171557231102,1.0,0.008262107250000001,3.0707035714285724,0.6333151464555322,0.04510090371679011,0.674341734153527,0.4073086467888227
"frozenset({'adaptability', 'problemsolving'})",frozenset({'teamwork'}),0.017265,0.17344,0.010905,0.631624674196351,3.6417474296376326,1.0,0.0079105584,2.243798490566038,0.7381507196297025,0.060650723025583976,0.5543271803575676,0.3472497217845224
frozenset({'planning'}),frozenset({'communication'}),0.02811,0.29035,0.014655,0.5213447171824973,1.7955733328138361,1.0,0.0064932615,1.4825909698996655,0.45588988556343374,0.04823817909514326,0.3255051323645421,0.2859091417839471
frozenset({'quality assurance'}),frozenset({'communication'}),0.02904,0.29035,0.012365,0.4257920110192837,1.4664784261039563,1.0,0.003933236,1.2358762218890553,0.32760803578207964,0.040273593355589936,0.19085748047528178,0.2341892722566713
frozenset({'health and safety'}),frozenset({'communication'}),0.02539,0.29035,0.011705,0.461008270972824,1.5877674219832065,1.0,0.004333013500000001,1.3166250274022655,0.37982868587472673,0.038498857039485586,0.2404823095509392,0.2506608429084888
frozenset({'problemsolving'}),frozenset({'teamwork'}),0.09452,0.17344,0.043525,0.46048455353364365,2.6550078040454546,1.0,0.0271314512,1.5320414001372684,0.6884230163357622,0.19393142780760575,0.3472761245809665,0.35571794558601
frozenset({'problemsolving'}),frozenset({'communication'}),0.09452,0.29035,0.06495,0.6871561574269994,2.3666476921887356,1.0,0.03750611799999999,2.2683841055123426,0.6377406470355524,0.20301950487621906,0.5591575529162255,0.4554258486463394
"frozenset({'communication', 'problemsolving'})",frozenset({'teamwork'}),0.06495,0.17344,0.03339,0.5140877598152426,2.9640668808535664,1.0,0.022125072000000003,1.7010479087452473,0.7086526884297764,0.16287804878048784,0.41212708069014053,0.35330195186334085
"frozenset({'teamwork', 'problemsolving'})",frozenset({'communication'}),0.043525,0.29035,0.03339,0.7671453187823091,2.6421398959266713,1.0,0.020752516250000002,3.047608904785398,0.6498015163604763,0.11112035542539563,0.6718739079578794,0.44107222887625874
"frozenset({'customer service', 'problemsolving'})",frozenset({'teamwork'}),0.030875,0.17344,0.01621,0.5250202429149797,3.0271001090577703,1.0,0.010855039999999998,1.7402004773269688,0.6909849945252132,0.08617527444778181,0.4253535652765434,0.3092409793910692
"frozenset({'customer service', 'problemsolving'})",frozenset({'communication'}),0.030875,0.29035,0.02363,0.7653441295546559,2.6359363855851763,1.0,0.014665443750000002,3.0242158385093174,0.6404005406231839,0.07940321577983502,0.66933577052724,0.4233643327297991
"frozenset({'communication', 'customer service', 'problemsolving'})",frozenset({'teamwork'}),0.02363,0.17344,0.01318,0.5577655522640711,3.2158991712642475,1.0,0.0090816128,1.86905385645933,0.705721168448682,0.07167328294088857,0.4649699383760055,0.31687862484052265
"frozenset({'customer service', 'teamwork', 'problemsolving'})",frozenset({'communication'}),0.01621,0.29035,0.01318,0.8130783466995682,2.8003387177529473,1.0,0.008473426500000002,3.7965103960396056,0.6534934705845797,0.044924671075056245,0.7366002208124685,0.42923591865717176
"frozenset({'customer service', 'problemsolving'})","frozenset({'communication', 'teamwork'})",0.030875,0.101345,0.01318,0.42688259109311744,4.212172194909639,1.0,0.010050973125000001,1.5680120443628145,0.7868879675927494,0.11071908602150538,0.3622497967441537,0.2784667038054763
"frozenset({'communication', 'customer service', 'problemsolving'})",frozenset({'leadership'}),0.02363,0.153375,0.01052,0.44519678374947097,2.902668516703967,1.0,0.00689574875,1.5259915141113654,0.671353508306219,0.06318887587470341,0.34468836113919504,0.25689342039959284
"frozenset({'communication', 'leadership', 'problemsolving'})",frozenset({'customer service'}),0.026135,0.168875,0.01052,0.40252534914865123,2.383569795106743,1.0,0.006106451875,1.391063200448287,0.5960386756356464,0.05702206081630441,0.28112540129180474,0.23240997287188297
"frozenset({'customer service', 'leadership', 'problemsolving'})",frozenset({'communication'}),0.011735,0.29035,0.01052,0.8964635705155517,3.0875273653023996,1.0,0.00711274275,6.854109259259255,0.6841446686755002,0.03608114828597397,0.8541021214902441,0.4663478520736877
"frozenset({'attention to detail', 'problemsolving'})",frozenset({'communication'}),0.02881,0.29035,0.020325,0.7054842068726137,2.42977167856936,1.0,0.0119600165,2.409548202710666,0.6058945172283096,0.06801412150517844,0.5849844386283573,0.38774296446609846
"frozenset({'attention to detail', 'problemsolving'})",frozenset({'teamwork'}),0.02881,0.17344,0.017,0.5900728913571677,3.402173035961529,1.0,0.0120031936,2.0163584758679085,0.7270155291597997,0.09176788124156544,0.5040564403759771,0.3440447482616097
"frozenset({'attention to detail', 'problemsolving'})",frozenset({'customer service'}),0.02881,0.168875,0.01158,0.4019437695244707,2.3801259483314325,1.0,0.006714711250000001,1.3897104614045273,0.5970553307454429,0.06222293866365761,0.28042565140558967,0.23525759904794963
"frozenset({'attention to detail', 'problemsolving'})",frozenset({'time management'}),0.02881,0.12239,0.01394,0.48385977091287746,3.9534256958319918,1.0,0.0104139441,1.7003324882313382,0.7692159242644283,0.10155908494827334,0.41187973121646,0.2988789826048986
"frozenset({'time management', 'problemsolving'})",frozenset({'attention to detail'}),0.03017,0.12316,0.01394,0.462048392442824,3.7516108512733353,1.0,0.0102242628,1.6299607393715343,0.7562643283590459,0.10000717411579023,0.38648829027282516,0.28761724591287025
"frozenset({'communication', 'teamwork', 'attention to detail'})",frozenset({'problemsolving'}),0.030185,0.09452,0.012745,0.4222295842305781,4.4670925119612575,1.0,0.009891913799999999,1.567196892201835,0.8002977324441766,0.11383529832082885,0.3619180812724501,0.27853438585206436
"frozenset({'communication', 'attention to detail', 'problemsolving'})",frozenset({'teamwork'}),0.020325,0.17344,0.012745,0.627060270602706,3.6154305269989964,1.0,0.009219831999999999,2.216336675461741,0.7384160744655724,0.070406584907745,0.5488050118596424,0.3502719480319803
"frozenset({'teamwork', 'attention to detail', 'problemsolving'})",frozenset({'communication'}),0.017,0.29035,0.012745,0.7497058823529411,2.5820763986669233,1.0,0.007809049999999999,2.8352643948296117,0.6233110784473754,0.04326131599938901,0.6472992071485114,0.3968005905651394
"frozenset({'attention to detail', 'problemsolving'})","frozenset({'communication', 'teamwork'})",0.02881,0.101345,0.012745,0.44238111766747656,4.36510057395507,1.0,0.00982525055,1.611593560535325,0.7937789763090324,0.1085512307299208,0.37949615555188204,0.28406983260156105
"frozenset({'communication', 'attention to detail', 'time management'})",frozenset({'problemsolving'}),0.025725,0.09452,0.01042,0.40505344995140913,4.285372936430481,1.0,0.007988473,1.5219518458020254,0.7868908476705276,0.09487821534259049,0.34294898832818965,0.25764733437054166
"frozenset({'communication', 'attention to detail', 'problemsolving'})",frozenset({'time management'}),0.020325,0.12239,0.01042,0.512669126691267,4.188815480768584,1.0,0.00793242325,1.8008504038364463,0.777062827888543,0.07876336974186478,0.44470679081968867,0.2989034006689442
"frozenset({'communication', 'time management', 'problemsolving'})",frozenset({'attention to detail'}),0.022435,0.12316,0.01042,0.4644528638288389,3.7711340031571847,1.0,0.0076569054000000004,1.6372788514357053,0.7516919831545482,0.07708525984834474,0.3892304911145008,0.27452912759483517
"frozenset({'attention to detail', 'time management', 'problemsolving'})",frozenset({'communication'}),0.01394,0.29035,0.01042,0.7474892395982784,2.5744420168702544,1.0,0.006372521000000001,2.81037528409091,0.6202120710497036,0.03545785551434308,0.6441756353107566,0.3916884806567249
"frozenset({'customer service', 'problemsolving'})",frozenset({'time management'}),0.030875,0.12239,0.01268,0.4106882591093118,3.3555703824602645,1.0,0.00890120875,1.4892118026930474,0.724352453776924,0.09019454422591316,0.32850384465686555,0.25714574733388623
"frozenset({'time management', 'problemsolving'})",frozenset({'customer service'}),0.03017,0.168875,0.01268,0.4202850513755386,2.4887345751327232,1.0,0.007585041250000001,1.4336787449971413,0.6167981739360416,0.06803852654736672,0.3024936698758173,0.24768508675364645
"frozenset({'time management', 'problemsolving'})",frozenset({'communication'}),0.03017,0.29035,0.022435,0.7436194895591648,2.5611141365908896,1.0,0.0136751405,2.7679561085972857,0.6285069855512739,0.0752637670463123,0.63872259502454,0.410444151530056
"frozenset({'time management', 'problemsolving'})",frozenset({'teamwork'}),0.03017,0.17344,0.017,0.5634736493205171,3.248810247466081,1.0,0.011767315200000001,1.8934939407744877,0.7137281912961096,0.09109908365039388,0.4718757855697313,0.3307451272432844
"frozenset({'communication', 'customer service', 'problemsolving'})",frozenset({'time management'}),0.02363,0.12239,0.01017,0.4303851036817605,3.5165054635326456,1.0,0.0072779243,1.540707600297177,0.7329462957976232,0.07486198012513802,0.35094757771875945,0.25674006389251847
"frozenset({'communication', 'time management', 'problemsolving'})",frozenset({'customer service'}),0.022435,0.168875,0.01017,0.4533095609538667,2.68429051638115,1.0,0.006381289375,1.5202844985731756,0.6418622619511011,0.05614441868168268,0.3422283783472603,0.25676580934443893
"frozenset({'customer service', 'time management', 'problemsolving'})",frozenset({'communication'}),0.01268,0.29035,0.01017,0.8020504731861199,2.762357407219287,1.0,0.006488362,3.585004780876494,0.6461839766389242,0.03472649047326368,0.7210603440937362,0.41853858255483023
"frozenset({'communication', 'teamwork', 'time management'})",frozenset({'problemsolving'}),0.03301,0.09452,0.013285,0.4024538018782188,4.25786925389567,1.0,0.010164894800000001,1.5153305348542458,0.791260245919146,0.11628517659416167,0.3400779717699108,0.2715030329746574
"frozenset({'communication', 'time management', 'problemsolving'})",frozenset({'teamwork'}),0.022435,0.17344,0.013285,0.5921551147760196,3.4141784754152416,1.0,0.0093938736,2.026652852459016,0.7233317182698777,0.0727586395750041,0.5065755840786145,0.33437610443598026
"frozenset({'teamwork', 'time management', 'problemsolving'})",frozenset({'communication'}),0.017,0.29035,0.013285,0.781470588235294,2.691477831015306,1.0,0.00834905,3.2473889636608333,0.639325438743931,0.04517708669851903,0.6920602948429423,0.4136128556812771
"frozenset({'time management', 'problemsolving'})","frozenset({'communication', 'teamwork'})",0.03017,0.101345,0.013285,0.4403380841895923,4.344941380330478,1.0,0.01022742135,1.6057104737933077,0.7937961268512808,0.11236572781865856,0.3772227208323464,0.2857124828170814
"frozenset({'communication', 'problemsolving'})",frozenset({'leadership'}),0.06495,0.153375,0.026135,0.40238645111624327,2.623546543545188,1.0,0.016173293749999998,1.416676381553523,0.6618219022876562,0.13598522295644935,0.2941224876612943,0.2863928995597516
"frozenset({'leadership', 'problemsolving'})",frozenset({'communication'}),0.03166,0.29035,0.026135,0.8254895767530006,2.843084473060102,1.0,0.016942518999999996,4.066519276018099,0.669464580945732,0.08833122095479509,0.7540894479715361,0.4577508155850417
"frozenset({'leadership', 'problemsolving'})",frozenset({'teamwork'}),0.03166,0.17344,0.01643,0.5189513581806696,2.992108845598879,1.0,0.0109388896,1.718246198292843,0.6875555686459981,0.08708326708008693,0.41801122505404276,0.30684076211616507
"frozenset({'communication', 'leadership', 'problemsolving'})",frozenset({'teamwork'}),0.026135,0.17344,0.014205,0.5435240099483452,3.1337869577280046,1.0,0.009672145600000001,1.810741458507963,0.6991700713421585,0.07663052273830717,0.44774004300757975,0.3127127660442833
"frozenset({'communication', 'teamwork', 'problemsolving'})",frozenset({'leadership'}),0.03339,0.153375,0.014205,0.42542677448337823,2.7737687007881218,1.0,0.00908380875,1.4734849491790458,0.6615694775043452,0.0823191933240612,0.3213368073035621,0.2590214557013468
"frozenset({'leadership', 'teamwork', 'problemsolving'})",frozenset({'communication'}),0.01643,0.29035,0.014205,0.86457699330493,2.9777061935764766,1.0,0.0094345495,5.240246966292134,0.675265645888953,0.04855165342219944,0.8091692993798774,0.45675035303269573
"frozenset({'leadership', 'problemsolving'})","frozenset({'communication', 'teamwork'})",0.03166,0.101345,0.014205,0.44867340492735314,4.427188365754138,1.0,0.0109964173,1.629986668576339,0.7994330565543183,0.11957070707070706,0.3864980497825674,0.29441909429356455
frozenset({'flexibility'}),frozenset({'teamwork'}),0.05275,0.17344,0.02491,0.4722274881516588,2.7227138385127927,1.0,0.01576104,1.5661293103448277,0.6679539612597433,0.12375794912559618,0.3614831205861145,0.30792532156660435
frozenset({'flexibility'}),frozenset({'communication'}),0.05275,0.29035,0.027325,0.5180094786729857,1.7840863739383013,1.0,0.0120090375,1.4723318584070795,0.46396307315175606,0.08653313276858521,0.3208052965165726,0.3060600174491156
